ResultIdentifier,ResultMeasureValue,UOM,Characteristic,CharacteristicURI,ActivityIdentifier,ActivityDateTime,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,Latitude,Longitude,SampleCollectionMethod,ResultSampleFractionText,ResultValueTypeName,ResultCommentText,DepthMeasure,ResultAnalyticalMethod,MethodName,LastUpdated
NWIS-78784309,4.79,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00800181,2008-06-11T11:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Estimated,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47314948,4.25,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000226,2000-04-17T12:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338775,4.5,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100324,2001-04-02T12:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364295,4.4,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00200315,2002-04-29T14:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437424,4.23,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00700130,2007-05-22T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120779,4.25,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.02300199,2023-02-03T13:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315232112475501,31.8756,-112.7986,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125119672,4.17,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.02300195,2023-02-01T16:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315056112424301,31.8489,-112.7119,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-95528742,1.26,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01300296,2013-07-16T09:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315010111000701,31.8361,-111.0019,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-81909170,2.5,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.01000036,2009-12-16T12:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-314441110311501,31.7447,-110.5208,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324480,0.748,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00000522,2000-07-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47339042,2.4,mg/l,Nitrate as N,ex:nitrateasn,nwisaz.01.00100332,2001-04-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-96936610,11.2,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300400,2013-07-25T09:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-322549111191601,32.4303,-111.3211,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324286,28.9,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000515,2000-07-17T10:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338836,31.4,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100325,2001-04-16T12:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364356,28.8,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00200316,2002-05-06T10:15:00-07:00,,Ariz. Dept. of Water Resources,USGS-322530111110001,32.425,-111.1833,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324321,7.99,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000516,2000-07-21T09:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322528110563301,32.4244,-110.9425,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338874,8.85,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100326,2001-04-16T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322528110563301,32.4244,-110.9425,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324356,14.9,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000517,2000-07-21T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338912,16.4,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100327,2001-04-16T14:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364395,12,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00200317,2002-05-07T09:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437550,9.79,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00700133,2007-05-14T13:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-322252111065001,32.3811,-111.1139,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-94986920,16.2,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300224,2013-07-15T09:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-322025111033101,32.3403,-111.0586,,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103865756,19.5,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600277,2016-02-29T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321955111064401,32.3319,-111.1122,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-106027387,17.1,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600544,2016-01-29T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321947111060901,32.3297,-111.1025,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103865835,23.7,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600280,2016-01-21T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321932111063601,32.3256,-111.11,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103315244,39.3,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600040,2016-02-08T15:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321929111070601,32.3247,-111.1183,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103258101,28.2,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600037,2016-01-11T12:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111065101,32.3214,-111.1142,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103258019,26,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600036,2016-01-11T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111062702,32.3214,-111.1075,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-105515149,20.7,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600459,2016-08-16T11:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321914111063401,32.3206,-111.1094,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-94846657,5.91,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300217,2013-06-26T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321846110592801,32.3128,-110.9911,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible centrifugal pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103315164,26.7,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01600039,2016-02-09T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321840111055001,32.3111,-111.0972,,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47380167,54.6,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00300179,2003-03-13T11:15:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321658111082001,32.2828,-111.1389,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-97270050,6.64,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300418,2013-08-07T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321642111143301,32.2783,-111.2425,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47375172,5,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00300051,2002-11-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321517111120801,32.2547,-111.2022,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324392,31,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000518,2000-07-18T08:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320434111193702,32.0761,-111.3269,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338950,7.97,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100328,2001-04-17T09:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437597,7.94,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00700134,2007-05-17T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-78784294,7.98,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00800180,2008-06-13T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-320238110465201,32.0439,-110.7811,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-96400278,7.25,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300336,2013-09-04T09:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320138111165301,32.0272,-111.2814,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47376381,15.5,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00300099,2002-12-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120163,24,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.02300196,2023-02-03T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120716,1.48,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.02300198,2023-02-02T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320115112573001,32.0208,-112.9583,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120438,9.63,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.02300197,2023-02-02T17:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315743113050201,31.9619,-113.0839,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324427,10.3,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000519,2000-07-18T12:45:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338988,44.3,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100329,2001-04-17T11:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437644,20.8,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00700135,2007-05-17T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-78784341,21.2,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00800181,2008-06-11T11:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Estimated,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47314970,18.8,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000226,2000-04-17T12:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47338798,19.9,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100324,2001-04-02T12:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47364317,19.5,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00200315,2002-04-29T14:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47437456,18.7,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00700130,2007-05-22T09:00:00-07:00,,Ariz. Dept. of Water Resources,USGS-315655112480301,31.9486,-112.8008,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125120993,18.8,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.02300199,2023-02-03T13:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315232112475501,31.8756,-112.7986,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-125119886,18.5,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.02300195,2023-02-01T16:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315056112424301,31.8489,-112.7119,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-95529202,5.6,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01300296,2013-07-16T09:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315010111000701,31.8361,-111.0019,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-81909213,11.1,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.01000036,2009-12-16T12:45:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-314441110311501,31.7447,-110.5208,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47324501,3.31,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00000522,2000-07-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47339065,10.6,mg/l,Nitrate asNO3,ex:nitrateasno3,nwisaz.01.00100332,2001-04-18T10:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-313850111295701,31.6472,-111.4992,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103865709,0.003,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.01600277,2016-02-29T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321955111064401,32.3319,-111.1122,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-103315197,0.004,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.01600040,2016-02-08T15:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321929111070601,32.3247,-111.1183,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-103257974,0.002,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.01600036,2016-01-11T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111062702,32.3214,-111.1075,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-105515105,0.002,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.01600459,2016-08-16T11:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321914111063401,32.3206,-111.1094,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-47380128,0.008,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.00300179,2003-03-13T11:15:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321658111082001,32.2828,-111.1389,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL041,"Nutrients, wf, colorimetric",
NWIS-97269581,0.001,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.01300418,2013-08-07T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321642111143301,32.2783,-111.2425,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,"Report level code updated Oct., Nov. 2015. Reference: OWQ TM 2010.07 (RLC: IRL => LT-MDL)",,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-47376341,0.09,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.00300099,2002-12-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:CL041,"Nutrients, wf, colorimetric",
NWIS-125119948,0.003,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.02300196,2023-02-03T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-125120501,0.004,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.02300198,2023-02-02T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320115112573001,32.0208,-112.9583,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-125120223,0.012,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.02300197,2023-02-02T17:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315743113050201,31.9619,-113.0839,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-78784308,0.002,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.00800181,2008-06-11T11:30:00-07:00,,Ariz. Dept. of Water Resources,USGS-315728110563901,31.9578,-110.9442,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Estimated,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-125119671,0.338,mg/l,Nitrite as N,ex:nitriteasn,nwisaz.01.02300195,2023-02-01T16:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-315056112424301,31.8489,-112.7119,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible gear pump,Dissolved,Actual,,,USGS:DZ001,"Nitrite, wf, DA, diazo",
NWIS-103865757,0.008,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.01600277,2016-02-29T12:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321955111064401,32.3319,-111.1122,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103315245,0.013,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.01600040,2016-02-08T15:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321929111070601,32.3247,-111.1183,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-103258020,0.005,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.01600036,2016-01-11T15:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321917111062702,32.3214,-111.1075,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-105515150,0.006,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.01600459,2016-08-16T11:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321914111063401,32.3206,-111.1094,ID:4040; context:USGS parameter code 82398; Name:Submersible pump; Equipment:Submersible positive-pressure pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47380168,0.026,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.00300179,2003-03-13T11:15:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321658111082001,32.2828,-111.1389,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-97270051,0.003,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.01300418,2013-08-07T10:00:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-321642111143301,32.2783,-111.2425,ID:4045; context:USGS parameter code 82398; Name:Submersible multiple impeller (turbine) pump; Equipment:Line-shaft turbine pump,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
NWIS-47376382,0.296,mg/l,Nitrite asNO2,ex:nitriteasno2,nwisaz.01.00300099,2002-12-19T13:30:00-07:00,,U.S. Geological Survey-Water Resources Discipline,USGS-320126112532901,32.0239,-112.8914,ID:USGS; context:USGS; Name:USGS; Equipment:Unknown,Dissolved,Actual,,,USGS:ALGOR,Computation by NWIS algorithm,
